To Date,AQI,Battery (%),CO₂ (ppm),CO (mg/m³),NO₂ (µg/m³ ),O₃ (µg/m³ ),H₂S (µg/m³ ),NO (µg/m³ ),SO₂ (µg/m³),R. Humidity (%),Leq (dB),Light (Lux),Lmax (dB),Lmin (dB),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s),Station,PM₁ (µg/m³ ),Month,Month Index,Day,Day Index,Hour,Year,Date,Wind Speed (km/h),Wind Direction (compass)
2020-10-09 00:59:00,22,0,507.48,1.49,43.73,34.36,41.82,13.79,10.64,30.43,58.36,1424.92,68.89,50.06,0,0,22.05,0.25,88.63,2.25,ATC Tower,0,October,10,Friday,4,0,2020,2020-10-09,8.1,E
2020-10-09 08:59:00,14,0,492.95,1.49,27.78,41.29,3.23,344.74,0,19.28,56.65,55640.63,71.17,47.69,0,0,29.57,5.02,129.5,2.3,ATC Tower,0,October,10,Friday,4,8,2020,2020-10-09,8.28,SE
2020-10-09 08:59:00,14,0,473.47,1.43,6.77,15.78,0.14,85.35,0,15.49,54.54,53423.74,63.41,49.14,0,0,31.83,4.6,129.5,2.3,Royal Terminal,0,October,10,Friday,4,8,2020,2020-10-09,8.28,SE
2020-10-09 08:59:00,25,0,482.96,1.38,50.49,24.83,15.42,5.87,0.16,13.41,59.91,19528.05,76.96,41.71,0,0,32.72,2.13,154.5,2.23,Secondary Runway 02,0,October,10,Friday,4,8,2020,2020-10-09,8.028,SSE
2020-10-09 08:59:00,14,0,0,1.42,11.69,15.49,15.51,21.8,5.97,19.54,64.45,19535.68,82.12,46.44,0.49,1.5,29.29,2.54,127,2.37,Secondary Runway 01,0.1,October,10,Friday,4,8,2020,2020-10-09,8.532,SE
2020-10-09 16:59:00,20,0,0,1.57,19.16,12.43,29.56,0,38.54,15.49,61.16,684.19,75.35,49.63,0.36,1.3,31.55,0.04,107.5,2.06,Secondary Runway 01,0.07,October,10,Friday,4,16,2020,2020-10-09,7.416,ESE
2020-10-09 16:59:00,21,0,448.13,1.59,10.48,12.47,22.55,54.66,39.54,14.55,53.34,2532.42,61.54,49.77,0,0,28.9,0.48,107.5,2.06,Royal Terminal,0,October,10,Friday,4,16,2020,2020-10-09,7.416,ESE
2020-10-09 16:59:00,15,0,474.34,1.56,21.85,16.67,21.79,0,14.72,14.44,58.4,489.18,74.08,45.02,0,0,27.53,0.02,107.5,2.06,Secondary Runway 02,0,October,10,Friday,4,16,2020,2020-10-09,7.416,ESE
2020-10-09 16:59:00,40,0,500.58,1.5,81.24,46.39,78.64,50.26,22.69,15.55,58.08,1762.44,69.62,50.06,0,0,31.46,0.2,107.5,2.31,ATC Tower,0,October,10,Friday,4,16,2020,2020-10-09,8.316,ESE
2020-10-10 00:59:00,17,0,499.22,1.49,34.98,29.23,41.34,4.36,10.69,22.31,59.31,1349.74,69.88,51.27,0,0,21.82,0.23,234.5,2.29,ATC Tower,0,October,10,Saturday,5,0,2020,2020-10-10,8.244,SW
2020-10-10 00:59:00,16,0,0,1.61,8.75,3,17.73,1.9,10.77,22.24,62.75,1919.35,77.69,51.04,0.43,1.14,21.86,0.33,234.5,2.29,Secondary Runway 01,0.09,October,10,Saturday,5,0,2020,2020-10-10,8.244,SW
2020-10-10 00:59:00,16,0,482.48,1.61,10.44,3.32,13.31,1.57,16.53,17.04,61.44,1445.44,77.69,46.73,0,0,19.84,0.33,234.5,2.29,Secondary Runway 02,0,October,10,Saturday,5,0,2020,2020-10-10,8.244,SW
2020-10-10 00:59:00,17,0,452.38,1.61,3.05,4.1,9.63,0.09,31.49,16.89,57.35,1036.48,70.31,50.54,0,0,20.7,0.2,234.5,2.29,Royal Terminal,0,October,10,Saturday,5,0,2020,2020-10-10,8.244,SW
2020-10-10 08:59:00,16,0,503.26,1.49,32.42,51.18,2.9,191.71,0,18.3,57.23,54837.1,67.94,51.87,0,0,28.06,4.98,167.5,3.04,ATC Tower,0,October,10,Saturday,5,8,2020,2020-10-10,10.944,SSE
2020-10-10 08:59:00,14,0,0,1.48,15.17,20.5,14.87,10.74,5.11,18.29,64.08,18867.63,81.33,46.21,0.26,0.9,27.89,2.39,205,3.04,Secondary Runway 01,0.06,October,10,Saturday,5,8,2020,2020-10-10,10.944,SSW
2020-10-10 08:59:00,14,0,469.71,1.43,18.97,20.26,1.23,10.53,0.47,13.78,52.62,52611.96,62.83,48.61,0,0,33.52,4.48,205,3.1,Royal Terminal,0,October,10,Saturday,5,8,2020,2020-10-10,11.16,SSW
2020-10-10 08:59:00,21,0,483.48,1.45,42.45,30.7,15.04,1.71,0.31,15.1,63.1,18902.32,80.48,43.75,0,0,31.29,2.01,167.5,3.04,Secondary Runway 02,0,October,10,Saturday,5,8,2020,2020-10-10,10.944,SSE
2020-10-10 16:59:00,39,0,499.33,1.49,78.68,59.7,53.27,0,12.24,13.66,56.75,1743.48,66.38,49.81,0,0,29.54,0.19,266.25,3.91,ATC Tower,0,October,10,Saturday,5,16,2020,2020-10-10,14.076,W
2020-10-10 16:59:00,15,0,0,1.51,19.66,16.9,23.71,0,21.33,13.75,60.62,699.99,74.58,49.19,0.35,1.17,29.54,0.04,265,3.73,Secondary Runway 01,0.07,October,10,Saturday,5,16,2020,2020-10-10,13.428,W
2020-10-10 16:59:00,15,0,448.52,1.55,13.02,18.53,15.53,0,26.91,14.43,54.52,2669.63,64.57,49.96,0,0,27.37,0.5,265,3.73,Royal Terminal,0,October,10,Saturday,5,16,2020,2020-10-10,13.428,W
2020-10-10 16:59:00,15,0,473.71,1.51,17.39,21.95,14.52,0,5.66,15.19,60.84,504.5,76.92,44.73,0,0,25.18,0.03,265,3.73,Secondary Runway 02,0,October,10,Saturday,5,16,2020,2020-10-10,13.428,W
2020-10-11 00:59:00,15,0,485.79,1.58,13.08,7.77,11.04,2.9,10.58,17.71,61.86,1436.7,77.29,46.65,0,0,18.04,0.35,299.75,1.89,Secondary Runway 02,0,October,10,Sunday,6,0,2020,2020-10-11,6.804,WNW
2020-10-11 00:59:00,15,0,0,1.57,9.37,9.78,14.01,2.66,3.56,24.41,61.26,1973.84,76.77,49.81,0.27,0.97,19.64,0.36,299.75,1.89,Secondary Runway 01,0.06,October,10,Sunday,6,0,2020,2020-10-11,6.804,WNW
2020-10-11 00:59:00,17,0,497.92,1.74,34.94,41.86,34.32,8.25,2.93,24.29,57.97,1360.89,69.85,50.56,0,0,19.5,0.24,299.75,1.89,ATC Tower,0,October,10,Sunday,6,0,2020,2020-10-11,6.804,WNW
2020-10-11 00:59:00,15,0,452.49,1.57,3.61,7.01,7.92,1.47,21.51,17.79,57.26,993.01,70.31,50.92,0,0,18.46,0.21,299.75,1.89,Royal Terminal,0,October,10,Sunday,6,0,2020,2020-10-11,6.804,WNW
2020-10-11 08:59:00,16,0,481.41,1.42,33.48,31,11.74,4.86,0,14.09,59.78,18479.8,76.42,43.54,0,0,30.6,2.07,320,2.52,Secondary Runway 02,0,October,10,Sunday,6,8,2020,2020-10-11,9.072,NW
2020-10-11 08:59:00,14,0,465.15,1.39,8.39,19.85,2.05,128.96,1.18,14.84,56.13,51760.54,62.24,52.35,0,0,30.92,4.55,320,2.52,Royal Terminal,0,October,10,Sunday,6,8,2020,2020-10-11,9.072,NW
2020-10-11 08:59:00,14,0,0,1.45,12.57,19.16,12.68,18.22,5.19,17.91,61.77,18616.01,79.9,45.81,0.22,0.98,26.75,2.41,320,2.52,Secondary Runway 01,0.04,October,10,Sunday,6,8,2020,2020-10-11,9.072,NW
2020-10-11 08:59:00,14,0,489.08,1.44,23.03,49.35,6.43,286.33,0,17.93,57.76,54442.49,68.69,50.65,0,0,26.89,5.07,320,2.52,ATC Tower,0,October,10,Sunday,6,8,2020,2020-10-11,9.072,NW
2020-10-11 16:59:00,15,0,0,1.55,20.19,17.59,25.27,0,23.76,20.55,61.51,670.65,75.46,49.67,0.24,0.86,28.12,0.04,223.13,2.25,Secondary Runway 01,0.05,October,10,Sunday,6,16,2020,2020-10-11,8.1,SW
2020-10-11 16:59:00,38,0,499.71,1.49,77.08,59.96,67.37,0.13,16.48,20.55,57.2,1750.93,67.14,50.37,0,0,28.1,0.21,224.38,2.25,ATC Tower,0,October,10,Sunday,6,16,2020,2020-10-11,8.1,SW
2020-10-11 16:59:00,19,0,447.53,1.59,14.41,19.67,20.7,0,35.29,14.79,54.37,2579.77,63.67,50.29,0,0,26.98,0.52,189.38,2.17,Royal Terminal,0,October,10,Sunday,6,16,2020,2020-10-11,7.812,S
2020-10-11 16:59:00,15,0,474.61,1.56,17.58,22.99,17.03,0,8.75,15.59,60.66,480.33,77.64,45.39,0,0,24.51,0.02,185.63,2.39,Secondary Runway 02,0,October,10,Sunday,6,16,2020,2020-10-11,8.604,S
2020-10-12 00:59:00,15,0,454.83,1.59,3.58,5.36,5.87,1.72,17.5,17.6,57.79,1004.61,71.63,50.98,0,0,17.95,0.23,308.63,1.9,Royal Terminal,0,October,10,Monday,0,0,2020,2020-10-12,6.84,NW
2020-10-12 00:59:00,17,0,498.19,1.74,32.48,38.13,26.92,10.34,1.44,26.34,56.58,1427.07,70.21,48.35,0,0,18.81,0.25,308.63,1.9,ATC Tower,0,October,10,Monday,0,0,2020,2020-10-12,6.84,NW
2020-10-12 00:59:00,16,0,0,1.6,8.54,6.91,12.54,4.17,1.34,26.26,61.61,2071.03,76.96,49.77,1.83,9.25,18.91,0.38,308.63,1.9,Secondary Runway 01,0.23,October,10,Monday,0,0,2020,2020-10-12,6.84,NW
2020-10-12 00:59:00,15,0,486.94,1.59,12.7,5.81,9.9,3.21,9.17,17.66,60.44,1489.49,76.42,46.11,0,0,17.16,0.37,308.63,1.9,Secondary Runway 02,0,October,10,Monday,0,0,2020,2020-10-12,6.84,NW
2020-10-12 08:59:00,14,0,0,1.45,12.16,16.94,13.62,18.34,6.76,17.39,62.97,18686.99,80.56,44.89,0.3,1.23,26.95,2.37,248.75,2.34,Secondary Runway 01,0.05,October,10,Monday,0,8,2020,2020-10-12,8.424,WSW
2020-10-12 08:59:00,14,0,490.46,1.44,21.19,43.07,3.65,764.49,0,17.12,56.99,54477.83,67.25,50.19,0,0,27.12,5.2,248.75,2.34,ATC Tower,0,October,10,Monday,0,8,2020,2020-10-12,8.424,WSW
2020-10-12 08:59:00,17,0,465.17,1.75,3.93,14.8,1.44,207.12,4.69,15.74,54.77,51651.18,63,50.05,0,0,30.13,4.67,248.75,2.34,Royal Terminal,0,October,10,Monday,0,8,2020,2020-10-12,8.424,WSW
2020-10-12 08:59:00,16,0,478.07,1.41,32.18,28.05,11.69,6.88,0.16,13.69,61.82,18023.86,79.64,42.77,0,0,30.75,2.09,248.75,2.34,Secondary Runway 02,0,October,10,Monday,0,8,2020,2020-10-12,8.424,WSW
2020-10-12 16:59:00,15,0,0,1.54,20.14,17.77,25.62,0,22.85,15.01,59.39,648.2,73.31,49.21,0.4,1.32,28.22,0.03,328.75,2.73,Secondary Runway 01,0.08,October,10,Monday,0,16,2020,2020-10-12,9.828,NNW
2020-10-12 16:59:00,37,0,496.55,1.49,75.27,57.33,73.96,65.8,20.15,15.06,57.06,1745.49,67.56,49.52,0,0,28.29,0.21,327.5,2.66,ATC Tower,0,October,10,Monday,0,16,2020,2020-10-12,9.576,NNW
2020-10-12 16:59:00,15,0,474.23,1.54,16.62,22.22,17.13,0,8.75,15.12,59.09,458.65,74.94,44.21,0,0,24.07,0.02,330,2.98,Secondary Runway 02,0,October,10,Monday,0,16,2020,2020-10-12,10.728,NNW
2020-10-12 16:59:00,25,0,445.36,1.61,9.69,15.45,22.75,6.69,46.98,14.6,54.69,2481.21,64.64,49.69,0,0,26.21,0.53,332.5,2.66,Royal Terminal,0,October,10,Monday,0,16,2020,2020-10-12,9.576,NNW
2020-10-13 00:59:00,18,0,495.11,1.64,36.58,44.37,32.7,1.01,1.18,22.21,57.28,1246.32,69.24,49.49,0,0,20.05,0.21,297.5,2.53,ATC Tower,0,October,10,Tuesday,1,0,2020,2020-10-13,9.108,WNW
2020-10-13 00:59:00,15,0,483.76,1.59,14.45,10.27,11.08,1.75,8.83,17.59,61,1282.3,76.94,46.21,0,0,18.22,0.3,297.5,2.53,Secondary Runway 02,0,October,10,Tuesday,1,0,2020,2020-10-13,9.108,WNW
2020-10-13 00:59:00,15,0,0,1.58,10.91,11.92,14.12,1.93,0.79,22.24,60.72,1731.25,75.21,49.63,0.21,0.58,20.11,0.31,297.5,2.53,Secondary Runway 01,0.05,October,10,Tuesday,1,0,2020,2020-10-13,9.108,WNW
2020-10-13 00:59:00,15,0,454.1,1.57,4.7,8.34,7.11,0.22,19.55,17.43,56.72,944.41,70.48,49.17,0,0,19.01,0.19,297.5,2.53,Royal Terminal,0,October,10,Tuesday,1,0,2020,2020-10-13,9.108,WNW
2020-10-13 08:59:00,14,0,0,1.46,13.55,20.14,13.98,16.07,9.2,17.12,63.7,18469.93,80.77,46.11,0.34,1.17,27.68,2.28,215,3.15,Secondary Runway 01,0.07,October,10,Tuesday,1,8,2020,2020-10-13,11.34,SW
2020-10-13 08:59:00,14,0,487.99,1.45,29.02,50.79,6.44,389.51,0,17.04,57.02,53104.18,68.77,50.11,0,0,27.73,5.01,215,3.15,ATC Tower,0,October,10,Tuesday,1,8,2020,2020-10-13,11.34,SW
2020-10-13 08:59:00,17,0,477.84,1.43,33.68,29.68,12.6,5.73,0.52,14.13,63.28,17097.37,80.56,43.98,0,0,30.93,1.98,215,3.15,Secondary Runway 02,0,October,10,Tuesday,1,8,2020,2020-10-13,11.34,SW
2020-10-13 08:59:00,14,0,459.19,1.43,10.99,19.26,1.16,84.42,0.21,13.76,53.42,51000.08,61.48,49.72,0,0,32.05,4.57,215,3.15,Royal Terminal,0,October,10,Tuesday,1,8,2020,2020-10-13,11.34,SW
2020-10-13 16:59:00,15,0,0,1.54,20.44,16.45,25.16,0,26.44,16.52,58.91,671.15,72.83,48.21,0.42,1.42,29.39,0.04,292.5,2.4,Secondary Runway 01,0.08,October,10,Tuesday,1,16,2020,2020-10-13,8.64,WNW
2020-10-13 16:59:00,15,0,473.54,1.55,16.56,20.65,16.13,0,8.36,15.23,58.09,485.51,74.4,43.54,0,0,24.75,0.03,295,2.53,Secondary Runway 02,0,October,10,Tuesday,1,16,2020,2020-10-13,9.108,WNW
2020-10-13 16:59:00,39,0,499.54,1.49,78.6,54.22,64.24,8.26,18.68,16.51,57.74,1735.09,68.85,50.36,0,0,29.37,0.21,253.75,2.34,ATC Tower,0,October,10,Tuesday,1,16,2020,2020-10-13,8.424,WSW
2020-10-13 16:59:00,18,0,434.29,1.57,11.52,16.37,18.27,18.81,33.67,14.5,53.96,2411.97,64.67,49.44,0,0,26.89,0.49,288.75,2.26,Royal Terminal,0,October,10,Tuesday,1,16,2020,2020-10-13,8.136,WNW
2020-10-14 00:59:00,15,0,444.2,1.59,2.92,3.4,4.21,1.24,15.56,16.52,57.9,942.12,71.5,50.15,0,0,18.05,0.2,288.75,1.99,Royal Terminal,0,October,10,Wednesday,2,0,2020,2020-10-14,7.164,WNW
2020-10-14 00:59:00,15,0,487.43,1.59,11.55,3.53,9.46,2.6,7.83,16.64,61.67,1348.6,77.5,46.46,0,0,17.23,0.33,288.75,1.99,Secondary Runway 02,0,October,10,Wednesday,2,0,2020,2020-10-14,7.164,WNW
2020-10-14 00:59:00,16,0,0,1.6,7.56,4.59,12.2,3.72,0.76,23.25,62.63,1857.8,77.89,50.14,1.01,5.23,18.94,0.33,288.75,1.99,Secondary Runway 01,0.13,October,10,Wednesday,2,0,2020,2020-10-14,7.164,WNW
2020-10-14 00:59:00,16,0,496.55,1.61,27.87,33.2,20.88,7.55,0.52,23.28,58.05,1302.7,69.15,50.04,0,0,18.96,0.22,288.75,1.99,ATC Tower,0,October,10,Wednesday,2,0,2020,2020-10-14,7.164,WNW
2020-10-14 08:59:00,18,0,478.76,1.41,36.71,25.46,13.74,6.91,0.94,13.11,63.63,16642.03,80.64,44.23,0,0,31.54,2.05,248.75,2.14,Secondary Runway 02,0,October,10,Wednesday,2,8,2020,2020-10-14,7.704,WSW
2020-10-14 08:59:00,14,0,486.18,1.44,17.35,41.4,4.46,2190.01,0,17.86,57.78,53626.13,67.65,51,0,0,27.74,5.2,248.75,2.14,ATC Tower,0,October,10,Wednesday,2,8,2020,2020-10-14,7.704,WSW
2020-10-14 08:59:00,14,0,0,1.45,10.58,15.35,14.13,20.9,8.88,18.01,63.4,18013.97,81.34,46.15,0.76,4.76,27.7,2.25,248.75,2.14,Secondary Runway 01,0.1,October,10,Wednesday,2,8,2020,2020-10-14,7.704,WSW
2020-10-14 08:59:00,14,0,461.34,1.4,3.41,15.06,0.43,550.32,0,16.58,53.83,51318.92,60.27,49.88,0,0,29.94,4.71,248.75,2.14,Royal Terminal,0,October,10,Wednesday,2,8,2020,2020-10-14,7.704,WSW
2020-10-14 16:59:00,15,0,472.03,1.54,13.77,16.55,17.41,0,10.79,13.99,60.17,447.34,76.27,45.25,0,0,24.92,0.02,39.38,2.61,Secondary Runway 02,0,October,10,Wednesday,2,16,2020,2020-10-14,9.396,NE
2020-10-14 16:59:00,34,0,495.1,1.49,68.53,47.59,65.48,218.5,17.84,14.53,57.54,1755.28,67.62,50.79,0,0,28.87,0.22,42.75,2.52,ATC Tower,0,October,10,Wednesday,2,16,2020,2020-10-14,9.072,NE
2020-10-14 16:59:00,17,0,437.44,1.58,8.73,13.9,18.5,134.61,32.51,14.27,56.98,2224.66,66.89,51.82,0,0,26.72,0.5,42.75,2.52,Royal Terminal,0,October,10,Wednesday,2,16,2020,2020-10-14,9.072,NE
2020-10-14 16:59:00,15,0,0,1.56,17.65,12.25,25.76,0,27.8,14.49,63.29,626.81,77.75,49.85,0.2,0.83,29,0.03,42.75,2.52,Secondary Runway 01,0.04,October,10,Wednesday,2,16,2020,2020-10-14,9.072,NE
2020-10-15 00:59:00,17,0,494.62,1.71,10.09,1.39,11.05,7.42,12.55,15.88,60.75,1229.26,76.96,44.61,0,0,18.07,0.3,213.63,1.3,Secondary Runway 02,0,October,10,Thursday,3,0,2020,2020-10-15,4.68,SSW
2020-10-15 00:59:00,16,0,448.59,1.69,2.71,1.96,7.53,0,21.2,15.79,58.42,908.68,71.94,50.46,0,0,18.7,0.18,218.13,1.19,Royal Terminal,0,October,10,Thursday,3,0,2020,2020-10-15,4.284,SW
2020-10-15 00:59:00,18,0,504.12,1.81,25.63,30.04,35.01,0,3.77,28.4,59,1202.15,70.52,51.31,0,0,18.97,0.2,236,1.21,ATC Tower,0,October,10,Thursday,3,0,2020,2020-10-15,4.356,SW
2020-10-15 00:59:00,16,0,0,1.69,6.57,1.55,13.33,5.94,3.12,28.29,64.14,1651.68,79.79,49.56,0.94,3.28,19.01,0.29,213.63,1.3,Secondary Runway 01,0.15,October,10,Thursday,3,0,2020,2020-10-15,4.68,SSW
2020-10-15 08:59:00,14,0,492.06,1.46,16.35,31.61,15.47,1989.84,1,19.09,58.7,51876.81,69.73,52.04,0,0,27.17,4.98,227.75,2.71,ATC Tower,0,October,10,Thursday,3,8,2020,2020-10-15,9.756,SW
2020-10-15 08:59:00,89,100,427.04,2.34,0,0,56.4,36.54,6,61.16,49.77,2.94,58.99,42.26,30.21,34.92,30.6,0,65,4.27,CS 59 Storage,0,October,10,Thursday,3,8,2020,2020-10-15,15.372,ENE
2020-10-15 08:59:00,15,0,0,1.55,9.13,10.29,17.55,35.01,19.86,19.24,66.31,17597.66,83.31,46.29,1.68,7.07,27.12,2.13,227.75,2.71,Secondary Runway 01,0.23,October,10,Thursday,3,8,2020,2020-10-15,9.756,SW
2020-10-15 08:59:00,73,95.83,400.57,2.34,0,0,60.31,37.35,2.88,61.4,50.44,4.02,60.41,42.26,22.75,27.52,30.5,0,65,4.27,AE123 Inbound K.S.R,0,October,10,Thursday,3,8,2020,2020-10-15,15.372,ENE
2020-10-15 08:59:00,19,0,479.77,1.51,39.12,21.38,17.87,10.21,9.14,13.1,64.72,16095.88,81.56,43.17,0,0,32.05,1.98,227.75,2.71,Secondary Runway 02,0,October,10,Thursday,3,8,2020,2020-10-15,9.756,SW
2020-10-15 08:59:00,15,0,472.26,1.53,6.27,12.72,3.89,450.7,2.96,16.19,63.93,49065.51,70.47,58.78,0,0,30.49,4.38,227.75,2.71,Royal Terminal,0,October,10,Thursday,3,8,2020,2020-10-15,9.756,SW
2020-10-15 08:59:00,84,95.83,384.84,2.44,0.06,0,48.99,41.46,5.53,61.32,50.99,4.24,60.38,42.03,28.03,32.77,30.46,0,65,4.27,Family Camp,0,October,10,Thursday,3,8,2020,2020-10-15,15.372,ENE
2020-10-15 16:59:00,15,0,0,1.54,18.2,12.49,26.11,0,29.21,13.01,62.87,659.64,76.17,50.23,0.31,0.96,29.68,0.04,167.5,3.02,Secondary Runway 01,0.06,October,10,Thursday,3,16,2020,2020-10-15,10.872,SSE
2020-10-15 16:59:00,63,100,399.36,2.85,0,0,92.75,48.2,0.05,62.56,50.48,0.25,61.85,38.33,17.69,20.12,30.51,0,32.5,3.14,AE123 Inbound K.S.R,0,October,10,Thursday,3,16,2020,2020-10-15,11.304,NNE
2020-10-15 16:59:00,15,0,464.57,1.56,15.68,16.94,17.66,0,11.45,14.31,60.63,476.66,75.63,47.5,0,0,25.57,0.03,167.5,3.02,Secondary Runway 02,0,October,10,Thursday,3,16,2020,2020-10-15,10.872,SSE
2020-10-15 16:59:00,19,0,436.05,1.57,9.22,12.8,17.02,12.88,35.45,13.85,61.86,2135.07,66.33,59.14,0,0,27.07,0.43,167.5,3.02,Royal Terminal,0,October,10,Thursday,3,16,2020,2020-10-15,10.872,SSE
2020-10-15 16:59:00,73,100,385.85,2.94,0.7,0,76.73,44.06,0.05,62.52,49.91,0.59,59.82,38.36,22.65,25.37,30.49,0,32.5,3.14,Family Camp,0,October,10,Thursday,3,16,2020,2020-10-15,11.304,NNE
2020-10-15 16:59:00,76,100,426.56,2.84,0,0,84.62,38.8,0.16,62.26,48.06,0.05,57.63,39,24.13,27.07,30.68,0,32.5,3.14,CS 59 Storage,0,October,10,Thursday,3,16,2020,2020-10-15,11.304,NNE
2020-10-15 16:59:00,34,0,494.66,1.49,69.29,45.31,64.84,7.02,20.36,13.01,57.55,1741.51,68.36,50.83,0,0,29.44,0.22,167.5,3.02,ATC Tower,0,October,10,Thursday,3,16,2020,2020-10-15,10.872,SSE
2020-10-16 00:59:00,16,0,444.37,1.63,1.83,2.32,5.94,0,18.76,15.95,61.36,912.83,68.06,58.25,0,0,18.21,0.2,275,1.85,Royal Terminal,0,October,10,Friday,4,0,2020,2020-10-16,6.66,W
2020-10-16 00:59:00,73,100,415,2.05,0,0,76.33,46.26,0.63,64.95,50.47,1.17,61.75,38.52,22.72,25.38,30.68,0,53.75,3.98,AE123 Inbound K.S.R,0,October,10,Friday,4,0,2020,2020-10-16,14.328,NE
2020-10-16 00:59:00,16,0,0,1.65,7.55,3.04,14.09,2.52,2.38,23.23,57.69,1702.27,70.71,50.06,0.5,1.51,19.31,0.32,277.5,1.65,Secondary Runway 01,0.1,October,10,Friday,4,0,2020,2020-10-16,5.94,W
2020-10-16 00:59:00,16,0,496.85,1.69,26.57,29.82,28.64,0,1.49,23.27,57.93,1230.79,68.75,50.13,0,0,19.37,0.22,280,1.71,ATC Tower,0,October,10,Friday,4,0,2020,2020-10-16,6.156,W
2020-10-16 00:59:00,16,0,480.83,1.67,9.63,1.94,10.93,2.06,11.37,16.13,55.72,1268.35,71.46,45.67,0,0,17.26,0.32,276.25,1.85,Secondary Runway 02,0,October,10,Friday,4,0,2020,2020-10-16,6.66,W
2020-10-16 00:59:00,87,100,400.89,2.16,0.11,0,60.62,42.77,0.76,64.86,49.87,1.63,59.65,38.58,29.21,32.43,30.67,0,53.75,3.98,Family Camp,0,October,10,Friday,4,0,2020,2020-10-16,14.328,NE
2020-10-16 00:59:00,91,100,441.95,2.07,0,0,68.58,37.56,1.55,64.47,48.05,0.68,57.61,38.97,31.2,34.66,30.9,0,53.75,3.98,CS 59 Storage,0,October,10,Friday,4,0,2020,2020-10-16,14.328,NE
2020-10-16 08:59:00,82,100,418.66,1.82,0,0,62.71,37.95,1.49,64.48,48.4,2.39,57.64,40.25,27.02,30.06,31.39,0,81.25,3.79,CS 59 Storage,0,October,10,Friday,4,8,2020,2020-10-16,13.644,E
2020-10-16 08:59:00,67,100,389.28,1.78,0,0,67.83,41.62,0.63,64.76,49.44,3.62,59.44,40.24,19.49,21.82,31.23,0,81.25,3.79,AE123 Inbound K.S.R,0,October,10,Friday,4,8,2020,2020-10-16,13.644,E
2020-10-16 08:59:00,15,0,0,1.51,10.88,15.29,16.14,24.1,14.28,22.35,59.28,17978.94,75.31,45.79,0.45,1.36,25.3,2.22,129.5,1.65,Secondary Runway 01,0.1,October,10,Friday,4,8,2020,2020-10-16,5.94,SE
2020-10-16 08:59:00,15,0,453.81,1.5,13.85,19.16,7.29,217.25,8.88,13.39,58.7,49159.14,65.19,55.1,0.01,0.04,32.19,4.44,129.5,1.65,Royal Terminal,0,October,10,Friday,4,8,2020,2020-10-16,5.94,SE
2020-10-16 08:59:00,14,0,487.43,1.46,24.16,46.88,12.84,948.67,0.03,22.24,55.65,51495.2,68.29,47.37,0,0,25.29,5.04,129.5,1.65,ATC Tower,0,October,10,Friday,4,8,2020,2020-10-16,5.94,SE
2020-10-16 08:59:00,18,0,473.97,1.49,37.52,27.96,17.23,5.9,6.73,13.81,51.79,15937.36,66.38,41.41,0,0,31.42,2,129.5,1.65,Secondary Runway 02,0,October,10,Friday,4,8,2020,2020-10-16,5.94,SE
2020-10-16 08:59:00,79,100,375.06,1.88,0.04,0,54.44,42.05,1.18,64.72,50.01,3.76,59.43,40.1,25.4,28.3,31.21,0,81.25,3.79,Family Camp,0,October,10,Friday,4,8,2020,2020-10-16,13.644,E
2020-10-16 16:59:00,70,100,433.39,1.9,0,0,71.55,38.92,3.72,65.22,47.84,0.02,57.18,39.17,21.34,23.73,31.61,0,81.25,1.94,CS 59 Storage,0,October,10,Friday,4,16,2020,2020-10-16,6.984,E
2020-10-16 16:59:00,16,0,470.95,1.69,19.63,22.3,19.35,0,12.81,16.28,52.04,474.11,64.79,43.25,0,0,24.84,0.03,87.75,2.15,Secondary Runway 02,0,October,10,Friday,4,16,2020,2020-10-16,7.74,E
2020-10-16 16:59:00,16,0,0,1.68,22.36,17.08,26.11,0,25.76,23.43,62.63,653.88,77.4,49.04,0.49,2.09,27.24,0.04,87.75,2.15,Secondary Runway 01,0.08,October,10,Friday,4,16,2020,2020-10-16,7.74,E
2020-10-16 16:59:00,68,100,391.77,1.97,0,0,64.84,43.13,3.54,65.56,49.56,0.5,59.17,38.64,20.22,22.44,31.4,0,81.25,1.94,Family Camp,0,October,10,Friday,4,16,2020,2020-10-16,6.984,E
2020-10-16 16:59:00,57,100,404.39,1.89,0,0,79.17,40.16,1.47,65.62,48.8,0.17,58.83,38.94,14.84,16.59,31.4,0,81.25,1.94,AE123 Inbound K.S.R,0,October,10,Friday,4,16,2020,2020-10-16,6.984,E
2020-10-16 16:59:00,21,0,448.08,1.71,18.63,21.71,20.81,0,39.41,15.86,59.66,2229.94,65.83,56.46,0,0,26.92,0.45,87.75,2.15,Royal Terminal,0,October,10,Friday,4,16,2020,2020-10-16,7.74,E
2020-10-16 16:59:00,40,0,500.31,1.5,81.18,62.41,78.25,0,19,23.57,58.35,1712.43,67.92,50.62,0,0,27.17,0.22,87.75,2.15,ATC Tower,0,October,10,Friday,4,16,2020,2020-10-16,7.74,E
